,car_name,s_driven,fuel_type,city,year_of_manufacture,car_price_in_rupees,car_name2
2087,Tata Altroz XT Petrol,33530,1,3,2020,7.06,792
2088,Renault Duster RXL Petrol,60444,1,2,2017,7.89,735
2089,Hyundai Elite i20 Magna Executive 1.2,27189,1,7,2018,5.38,252
2090,Maruti Suzuki Ertiga Vxi CNG,112000,3,13,2014,7.15,584
2091,Toyota Corolla Altis VL AT Petrol,65100,1,13,2018,12.95,861
2092,Maruti Suzuki Dzire VXi AMT,21477,1,4,2019,6.47,569
2093,Honda City V,14437,1,4,2018,8.79,168
2094,Maruti Suzuki Alto LXi BS-III,67181,1,6,2008,1.8,508
2095,Honda City V CVT Petrol [2017-2019],31482,1,13,2018,9.35,169
2096,Maruti Suzuki Dzire VXi,27563,1,7,2018,5.5,568
2097,Land Rover Discovery Sport SE R-Dynamic Petrol,8500,1,0,2021,64,415
2098,Honda Jazz V Petrol,37210,1,7,2016,4.25,193
2099,Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,66250,1,0,2014,4.5,283
2100,Ford Figo Titanium1.5 TDCi,42158,0,7,2015,3.6,124
2101,MINI Cooper Countryman Cooper D,68862,0,6,2013,22,443
2102,Hyundai Verna 1.6 VTVT SX,37622,1,3,2018,8.38,317
2103,Maruti Suzuki Ciaz VXi+ AT,64726,1,8,2017,6.75,557
2104,Hyundai Verna 1.6 VTVT SX,29150,1,12,2017,8.76,317
